Longitude,Latitude,ADDRESS,SPECIES,COM_NAME,DBH,HEIGHT,CONDITION,LAND_TYPE,PARK_NAME,X,Y
-97.74137987,30.27744098,200 W 15TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3114682.324,10074172.31
-97.74145842,30.27746548,200 W 15TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3114657.328,10074180.64
-97.74150372,30.27747681,200 W 15TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3114642.937,10074184.42
-97.74156536,30.27750514,200 W 15TH ST,Ilex vomitoria,Yaupon,14,10,Good,ROW,,3114623.244,10074194.27
-97.74096698,30.27744304,200 W 15TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3114812.602,10074176.09
-97.74104765,30.277478,200 W 15TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3114786.85,10074188.21
-97.74115722,30.27750938,200 W 15TH ST,Platanus occidentalis,American Sycamore,16,35,Fair,ROW,,3114752.007,10074198.82
-97.74127889,30.27753684,200 W 15TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3114713.379,10074207.9
-97.74137657,30.27756382,200 W 15TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3114682.324,10074216.99
-97.74145512,30.27758832,200 W 15TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3114657.328,10074225.33
-97.74067929,30.27743097,1500 COLORADO ST,Platanus occidentalis,American Sycamore,18,35,Poor,ROW,,3114903.494,10074173.82
-97.73585921,30.27589819,400 E 15TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3116437.595,10073652.01
-97.73580358,30.2758826,400 E 15TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3116455.284,10073646.75
-97.73575104,30.27586444,400 E 15TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3116472.017,10073640.53
-97.73569537,30.27585016,400 E 15TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3116489.707,10073635.75
-97.73563668,30.27583582,400 E 15TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3116508.352,10073630.97
-97.73558396,30.27582423,400 E 15TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3116525.085,10073627.15
-97.73613286,30.27611222,300 E 15TH ST,Stump,Stump,28,1,Stump,ROW,,3116349.42,10073727.81
-97.73651113,30.27621777,300 E 15TH ST,Vacant Planting Site - Large,Vacant Planting Site - Large,0,0,NA,ROW,,3116229.149,10073763.4
-97.73677293,30.27628488,300 E 15TH ST,Vacant Planting Site - Large,Vacant Planting Site - Large,0,0,NA,ROW,,3116145.962,10073785.87
-97.73686455,30.27631435,300 E 15TH ST,Vacant Planting Site - Large,Vacant Planting Site - Large,0,0,NA,ROW,,3116116.799,10073795.91
-97.73737782,30.27621298,200 E 15TH ST,Quercus virginiana,Southern Live Oak,15,24,Fair,ROW,,3115955.684,10073755.27
-97.73797515,30.27636577,200 E 15TH ST,Quercus virginiana,Southern Live Oak,14,24,Fair,ROW,,3115765.883,10073806.43
-97.73787283,30.27634003,200 E 15TH ST,Quercus virginiana,Southern Live Oak,13,26,Fair,ROW,,3115798.393,10073797.82
-97.73773452,30.27630041,200 E 15TH ST,Quercus virginiana,Southern Live Oak,12,25,Fair,ROW,,3115842.377,10073784.44
-97.73760666,30.27626627,200 E 15TH ST,Quercus virginiana,Southern Live Oak,14,25,Fair,ROW,,3115883.015,10073772.96
-97.73775553,30.2764205,200 E 15TH ST,Vacant Planting Site - Large,Vacant Planting Site - Large,0,0,NA,ROW,,3115834.728,10073827.94
-97.73767574,30.27640179,200 E 15TH ST,Vacant Planting Site - Large,Vacant Planting Site - Large,0,0,NA,ROW,,3115860.067,10073821.73
-97.73763204,30.27639301,200 E 15TH ST,Ilex vomitoria,Yaupon,6,8,Fair,ROW,,3115873.931,10073818.86
-97.73757633,30.27638005,200 E 15TH ST,Ilex vomitoria,Yaupon,7,10,Fair,ROW,,3115891.62,10073814.56
-97.73751331,30.27635773,200 E 15TH ST,Vacant Planting Site - Large,Vacant Planting Site - Large,0,0,NA,ROW,,3115911.7,10073806.91
-97.73746214,30.27634486,200 E 15TH ST,Vacant Planting Site - Large,Vacant Planting Site - Large,0,0,NA,ROW,,3115927.955,10073802.6
-97.73738246,30.27632221,200 E 15TH ST,Vacant Planting Site - Large,Vacant Planting Site - Large,0,0,NA,ROW,,3115953.293,10073794.95
-97.73732682,30.27630662,200 E 15TH ST,Vacant Planting Site - Large,Vacant Planting Site - Large,0,0,NA,ROW,,3115970.983,10073789.69
-97.73749903,30.2764942,200 E 15TH ST,Carya illinoinensis,Pecan,27,38,Fair,ROW,,3115915.046,10073856.63
-97.73796633,30.27663778,200 E 15TH ST,Carya illinoinensis,Pecan,11,23,Fair,ROW,,3115766.361,10073905.39
-97.73794087,30.27662675,200 E 15TH ST,Carya illinoinensis,Pecan,19,28,Fair,ROW,,3115774.489,10073901.57
-97.73791404,30.27661042,200 E 15TH ST,Carya illinoinensis,Pecan,6,20,Fair,ROW,,3115783.095,10073895.83
-97.73790034,30.27661278,200 E 15TH ST,Carya illinoinensis,Pecan,5,20,Fair,ROW,,3115787.397,10073896.79
-97.73789298,30.27660474,200 E 15TH ST,Carya illinoinensis,Pecan,4,20,Fair,ROW,,3115789.788,10073893.92
-97.73787773,30.27660837,200 E 15TH ST,Carya illinoinensis,Pecan,6,20,Fair,ROW,,3115794.569,10073895.35
-97.73819154,30.27671335,100 E 15TH ST,Quercus fusiformis,Escarpment Live Oak,32,32,Fair,ROW,,3115694.649,10073931.21
-97.73953757,30.27634744,1300 CONGRESS AVE,Ulmus crassifolia,Cedar Elm,9,16,Good,ROW,,3115272.976,10073788.26
-97.73951151,30.27641529,1300 CONGRESS AVE,Ulmus crassifolia,Cedar Elm,13,24,Good,ROW,,3115280.625,10073813.12
-97.73947298,30.27649603,1300 CONGRESS AVE,Quercus virginiana,Southern Live Oak,7,14,Good,ROW,,3115292.1,10073842.76
-97.73945009,30.27655869,1300 CONGRESS AVE,Ulmus crassifolia,Cedar Elm,9,24,Good,ROW,,3115298.793,10073865.71
-97.73942705,30.2766266,1300 CONGRESS AVE,Ulmus crassifolia,Cedar Elm,9,24,Good,ROW,,3115305.486,10073890.57
-97.7394219,30.27673831,100 E 15TH ST,Carya illinoinensis,Pecan,26,42,Fair,ROW,,3115306.164,10073931.23
-97.73984983,30.2764537,1300 CONGRESS AVE,Ulmus crassifolia,Cedar Elm,7,15,Fair,ROW,,3115173.534,10073824.6
-97.73984229,30.27650877,1300 CONGRESS AVE,Quercus virginiana,Southern Live Oak,11,15,Fair,ROW,,3115175.447,10073844.67
-97.73973932,30.27661977,1300 CONGRESS AVE,Quercus shumardii,Shumard Oak,19,35,Fair,ROW,,3115207,10073885.79
-97.73968107,30.27675797,1300 CONGRESS AVE,Quercus shumardii,Shumard Oak,32,35,Fair,ROW,,3115224.211,10073936.47
-97.73911309,30.2766965,100 E 15TH ST,Quercus virginiana,Southern Live Oak,24,25,Fair,ROW,,3115403.972,10073918.3
-97.73899295,30.27665725,100 E 15TH ST,Other Tree,Other Tree,25,25,Fair,ROW,,3115442.219,10073904.91
-97.73896433,30.27664859,100 E 15TH ST,Lagerstroemia indica and hybrids,Crape Myrtle including hybrids,6,9,Fair,ROW,,3115451.323,10073901.97
-97.74099826,30.27656487,1400 COLORADO ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3114810.175,10073856.57
-97.74090966,30.27680941,1400 COLORADO ST,Lagerstroemia indica and hybrids,Crape Myrtle including hybrids,7,8,Fair,ROW,,3114836.063,10073946.13
-97.74088477,30.2768243,1400 COLORADO ST,Lagerstroemia indica and hybrids,Crape Myrtle including hybrids,7,8,Fair,ROW,,3114843.792,10073951.73
-97.74088842,30.27685709,1400 COLORADO ST,Lagerstroemia indica and hybrids,Crape Myrtle including hybrids,7,8,Fair,ROW,,3114842.361,10073963.62
-97.74088048,30.27690504,1400 COLORADO ST,Lagerstroemia indica and hybrids,Crape Myrtle including hybrids,7,8,Fair,ROW,,3114844.46,10073981.12
-97.74083992,30.27692923,1400 COLORADO ST,Lagerstroemia indica and hybrids,Crape Myrtle including hybrids,7,8,Fair,ROW,,3114857.054,10073990.21
-97.74080905,30.27700559,1400 COLORADO ST,Lagerstroemia indica and hybrids,Crape Myrtle including hybrids,7,8,Fair,ROW,,3114866.151,10074018.2
-97.74082837,30.27702907,1400 COLORADO ST,Lagerstroemia indica and hybrids,Crape Myrtle including hybrids,7,8,Fair,ROW,,3114859.853,10074026.6
-97.74079668,30.27705345,1400 COLORADO ST,Lagerstroemia indica and hybrids,Crape Myrtle including hybrids,7,8,Fair,ROW,,3114869.649,10074035.69
-97.74137192,30.27870939,1600 LAVACA ST,Quercus shumardii,Shumard Oak,7,25,Fair,ROW,,3114674.084,10074633.55
-97.74134771,30.27875962,1600 LAVACA ST,Quercus shumardii,Shumard Oak,9,25,Fair,ROW,,3114681.301,10074651.99
-97.74132591,30.27881432,1600 LAVACA ST,Quercus shumardii,Shumard Oak,12,25,Fair,ROW,,3114687.715,10074672.04
-97.74128474,30.27892816,1600 LAVACA ST,Quercus shumardii,Shumard Oak,10,25,Fair,ROW,,3114699.743,10074713.73
-97.74124871,30.27903991,1600 LAVACA ST,Quercus shumardii,Shumard Oak,9,25,Fair,ROW,,3114710.167,10074754.63
-97.7409082,30.28003877,1700 LAVACA ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3114809.155,10075120.31
-97.74088937,30.28009131,1700 LAVACA ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3114814.652,10075139.55
-97.7409496,30.28044334,300 W 18TH ST,Quercus virginiana,Southern Live Oak,15,28,Fair,ROW,,3114792.661,10075267.1
-97.74092311,30.28052143,1800 LAVACA ST,Quercus virginiana,Southern Live Oak,12,32,Fair,ROW,,3114800.358,10075295.69
-97.74089472,30.28060553,1800 LAVACA ST,Quercus virginiana,Southern Live Oak,6,16,Fair,ROW,,3114808.605,10075326.48
-97.74087528,30.28068074,1800 LAVACA ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3114814.103,10075353.97
-97.74085649,30.28073177,1800 LAVACA ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3114819.6,10075372.66
-97.74084324,30.28077082,1800 LAVACA ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3114823.449,10075386.95
-97.74076511,30.28037156,200 W 18TH ST,Quercus virginiana,Southern Live Oak,19,32,Good,ROW,,3114851.488,10075242.36
-97.74073487,30.28045536,1800 LAVACA ST,Quercus virginiana,Southern Live Oak,15,34,Fair,ROW,,3114860.32,10075273.05
-97.74070868,30.28054044,1800 LAVACA ST,Quercus virginiana,Southern Live Oak,20,34,Fair,ROW,,3114867.865,10075304.18
-97.74064786,30.28071546,1800 LAVACA ST,Quercus virginiana,Southern Live Oak,24,34,Fair,ROW,,3114885.574,10075368.26
-97.74059047,30.28084131,1800 LAVACA ST,Quercus virginiana,Southern Live Oak,20,34,Fair,ROW,,3114902.617,10075414.44
-97.74052761,30.28104115,1800 LAVACA ST,Quercus virginiana,Southern Live Oak,12,27,Fair,ROW,,3114920.76,10075487.56
-97.74049358,30.28114026,1800 LAVACA ST,Quercus virginiana,Southern Live Oak,19,32,Fair,ROW,,3114930.656,10075523.85
-97.73722622,30.2793599,100 E 18TH ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115976.819,10074900.58
-97.73719511,30.279435,1800 BRAZOS ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115985.997,10074928.11
-97.73711335,30.27964316,1800 BRAZOS ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3116010.033,10075004.4
-97.73702623,30.27990328,1800 BRAZOS ST,Triadica sebifera,Chinese Tallow,23,24,Fair,ROW,,3116035.315,10075099.62
-97.73727947,30.27936238,100 E 18TH ST,Carya illinoinensis,Pecan,11,15,Poor,ROW,,3115959.993,10074901.09
-97.73696863,30.28004603,1800 BRAZOS ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3116052.28,10075151.95
-97.7369358,30.2801253,1800 BRAZOS ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3116061.968,10075181.01
-97.73699489,30.27961044,1800 BRAZOS ST,Quercus virginiana,Southern Live Oak,21,35,Fair,ROW,,3116047.691,10074993.38
-97.7369707,30.27966885,1800 BRAZOS ST,Quercus virginiana,Southern Live Oak,20,35,Fair,ROW,,3116054.83,10075014.79
-97.7369565,30.27971624,1800 BRAZOS ST,Quercus virginiana,Southern Live Oak,18,35,Fair,ROW,,3116058.908,10075032.13
-97.73693219,30.27977885,1800 BRAZOS ST,Quercus virginiana,Southern Live Oak,19,35,Fair,ROW,,3116066.047,10075055.07
-97.73451981,30.27617488,1500 RED RIVER ST,Carya illinoinensis,Pecan,30,36,Poor,ROW,,3116857.931,10073762.48
-97.73300629,30.2773871,1500 RED RIVER ST,Quercus virginiana,Southern Live Oak,12,26,Fair,ROW,,3117325.256,10074214.4
-97.73298017,30.2774675,1500 RED RIVER ST,Quercus virginiana,Southern Live Oak,13,23,Fair,ROW,,3117332.815,10074243.82
-97.73295034,30.2775348,1500 RED RIVER ST,Quercus virginiana,Southern Live Oak,20,27,Fair,ROW,,3117341.656,10074268.51
-97.73291443,30.27762042,1500 RED RIVER ST,Quercus virginiana,Southern Live Oak,20,27,Fair,ROW,,3117352.26,10074299.91
-97.73263517,30.27891645,400 E MARTIN LUTHER KING JR BLVD,Quercus virginiana,Southern Live Oak,34,27,Fair,ROW,,3117429.37,10074773.19
-97.74081431,30.27756799,1500 COLORADO ST,Quercus virginiana,Southern Live Oak,20,27,Fair,ROW,,3114859.722,10074222.65
-97.74074092,30.27776795,1500 COLORADO ST,Quercus shumardii,Shumard Oak,12,24,Fair,ROW,,3114881.19,10074295.89
-97.74066845,30.2779332,1500 COLORADO ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3114902.658,10074356.5
-97.74063347,30.27804363,1500 COLORADO ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3114912.761,10074396.92
-97.74058249,30.27815374,1500 COLORADO ST,Quercus virginiana,Southern Live Oak,14,8,Fair,ROW,,3114927.915,10074437.33
-97.74063936,30.27752624,1500 COLORADO ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3114915.286,10074208.75
-97.74059545,30.27767123,1500 COLORADO ST,Quercus virginiana,Southern Live Oak,20,27,Fair,ROW,,3114927.915,10074261.79
-97.74054819,30.27779184,1500 COLORADO ST,Quercus virginiana,Southern Live Oak,18,27,Fair,ROW,,3114941.806,10074305.99
-97.74051758,30.27788847,1500 COLORADO ST,Quercus fusiformis,Escarpment Live Oak,18,23,Fair,ROW,,3114950.645,10074341.35
-97.74044818,30.27808851,1500 COLORADO ST,Quercus virginiana,Southern Live Oak,19,35,Fair,ROW,,3114970.85,10074414.59
-97.74052769,30.27840618,1600 COLORADO ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,8,NA,ROW,,3114943.068,10074529.51
-97.7404755,30.27856142,1600 COLORADO ST,Lagerstroemia indica and hybrids,Crape Myrtle including hybrids,12,24,Good,ROW,,3114958.222,10074586.34
-97.7404288,30.27866119,1600 COLORADO ST,Lagerstroemia indica and hybrids,Crape Myrtle including hybrids,24,24,Good,ROW,,3114972.114,10074622.96
-97.74040284,30.27873361,1600 COLORADO ST,Lagerstroemia indica and hybrids,Crape Myrtle including hybrids,24,20,Good,ROW,,3114979.69,10074649.48
-97.74030482,30.27850934,1600 COLORADO ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115012.524,10074568.66
-97.74025347,30.27863333,1600 COLORADO ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115027.678,10074614.12
-97.74019793,30.27876419,1600 COLORADO ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115044.094,10074662.11
-97.74015467,30.27888488,1600 COLORADO ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115056.723,10074706.31
-97.74010797,30.27898466,1600 COLORADO ST,Carya illinoinensis,Pecan,22,35,Fair,ROW,,3115070.614,10074742.93
-97.74011751,30.27967255,1710 COLORADO ST,Carya illinoinensis,Pecan,23,35,Good,Private,,3115061.774,10074992.97
-97.7398927,30.27954991,1700 COLORADO ST,Carya illinoinensis,Pecan,23,36,Fair,ROW,,3115133.755,10074950.03
-97.73987921,30.27960521,1700 COLORADO ST,Carya illinoinensis,Pecan,10,15,Poor,ROW,,3115137.544,10074970.24
-97.739866,30.27965009,1700 COLORADO ST,Carya illinoinensis,Pecan,15,35,Fair,ROW,,3115141.332,10074986.66
-97.7397766,30.27984973,1700 COLORADO ST,Platanus occidentalis,American Sycamore,22,35,Poor,ROW,,3115167.851,10075059.9
-97.73963416,30.28023584,1800 COLORADO ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115209.525,10075201.34
-97.73958253,30.28037025,1800 COLORADO ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115224.679,10075250.59
-97.73954271,30.28051185,1800 COLORADO ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115236.044,10075302.36
-97.74122656,30.27910782,1600 LAVACA ST,Quercus shumardii,Shumard Oak,13,25,Fair,ROW,,3114716.582,10074779.48
-97.74120671,30.27918461,1600 LAVACA ST,Quercus shumardii,Shumard Oak,11,25,Fair,ROW,,3114722.194,10074807.55
-97.74195338,30.27967165,300 W 17TH ST,Rhus lanceolata,Texas Sumac,3,10,Good,ROW,,3114482.443,10074979.14
-97.74198622,30.27967893,300 W 17TH ST,Rhus lanceolata,Texas Sumac,3,10,Good,ROW,,3114472.019,10074981.55
-97.74201391,30.27968832,300 W 17TH ST,Rhus lanceolata,Texas Sumac,3,10,Good,ROW,,3114463.199,10074984.76
-97.74201552,30.27953397,1615 GUADALUPE ST,Quercus virginiana,Southern Live Oak,24,33,Good,Private,,3114464.001,10074928.63
-97.74177572,30.27966365,300 W 17TH ST,Carya illinoinensis,Pecan,24,40,Fair,ROW,,3114538.572,10074977.54
-97.74156017,30.27945861,300 W 17TH ST,Celtis laevigata,Sugarberry,24,35,Poor,ROW,,3114608.333,10074904.57
-97.74163877,30.27946461,300 W 17TH ST,Carya illinoinensis,Pecan,11,20,Poor,ROW,,3114583.476,10074906.17
-97.74168401,30.27948316,300 W 17TH ST,Celtis laevigata,Sugarberry,8,27,Poor,ROW,,3114569.042,10074912.59
-97.74172158,30.27950377,300 W 17TH ST,Carya illinoinensis,Pecan,10,27,Poor,ROW,,3114557.015,10074919.81
-97.74134263,30.28047286,300 W 18TH ST,Ilex vomitoria,Yaupon,5,8,Fair,ROW,,3114668.385,10075274.94
-97.74137948,30.28048469,300 W 18TH ST,Ilex vomitoria,Yaupon,4,12,Fair,ROW,,3114656.658,10075278.97
-97.74142101,30.2804946,300 W 18TH ST,Ilex vomitoria,Yaupon,4,16,Fair,ROW,,3114643.466,10075282.27
-97.74144733,30.28050924,300 W 18TH ST,Ilex vomitoria,Yaupon,5,14,Fair,ROW,,3114635.038,10075287.4
-97.74149923,30.28052238,300 W 18TH ST,Ilex vomitoria,Yaupon,5,17,Fair,ROW,,3114618.548,10075291.8
-97.74156263,30.28053979,300 W 18TH ST,Ilex vomitoria,Yaupon,8,8,Fair,ROW,,3114598.394,10075297.66
-97.74163885,30.28055544,300 W 18TH ST,Ilex vomitoria,Yaupon,6,8,Fair,ROW,,3114574.208,10075302.79
-97.74166868,30.28056915,300 W 18TH ST,Ilex vomitoria,Yaupon,6,9,Fair,ROW,,3114564.681,10075307.56
-97.74173429,30.28059063,300 W 18TH ST,Ilex vomitoria,Yaupon,6,6,Fair,ROW,,3114543.794,10075314.89
-97.74176422,30.28060031,300 W 18TH ST,Ilex vomitoria,Yaupon,5,6,Fair,ROW,,3114534.266,10075318.18
-97.74178841,30.28060785,300 W 18TH ST,Ilex vomitoria,Yaupon,4,8,Fair,ROW,,3114526.571,10075320.75
-97.74181726,30.28061448,300 W 18TH ST,Ilex vomitoria,Yaupon,8,10,Fair,ROW,,3114517.409,10075322.95
-97.741696,30.28045985,300 W 18TH ST,Quercus shumardii,Shumard Oak,5,10,Fair,ROW,,3114556.985,10075267.61
-97.74176391,30.28048239,300 W 18TH ST,Quercus shumardii,Shumard Oak,5,10,Poor,ROW,,3114535.365,10075275.31
-97.73952742,30.27714458,1500 CONGRESS AVE,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115269.42,10074078.17
-97.73947488,30.27729859,1500 CONGRESS AVE,Carya illinoinensis,Pecan,22,35,Fair,ROW,,3115284.696,10074134.55
-97.73941583,30.27744218,1500 CONGRESS AVE,Vacant Planting Site - Large,Vacant Planting Site - Large,0,0,NA,ROW,,3115302.113,10074187.19
-97.73936825,30.27756246,1500 CONGRESS AVE,Vacant Planting Site - Large,Vacant Planting Site - Large,0,0,NA,ROW,,3115316.107,10074231.27
-97.73948231,30.27744353,1500 CONGRESS AVE,Carya illinoinensis,Pecan,21,37,Fair,ROW,,3115281.122,10074187.19
-97.739325,30.27768667,1500 CONGRESS AVE,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115328.702,10074276.76
-97.73939597,30.27768618,1500 CONGRESS AVE,Quercus virginiana,Southern Live Oak,26,35,Good,ROW,,3115306.311,10074276.06
-97.73922897,30.27795992,100 W 16TH ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115356.69,10074376.81
-97.73919088,30.27805729,1600 CONGRESS AVE,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115367.885,10074412.5
-97.73912876,30.27822346,1600 CONGRESS AVE,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115386.077,10074473.37
-97.73909041,30.27833045,1600 CONGRESS AVE,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115397.273,10074512.55
-97.73905206,30.27843744,1600 CONGRESS AVE,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115408.468,10074551.74
-97.73901371,30.27854443,1600 CONGRESS AVE,Vacant Planting Site - Large,Vacant Planting Site - Large,0,0,NA,ROW,,3115419.663,10074590.92
-97.73895783,30.27864337,1600 CONGRESS AVE,Ulmus americana,American Elm,27,35,Poor,ROW,,3115436.456,10074627.3
-97.73888969,30.27886907,1700 CONGRESS AVE,Quercus virginiana,Southern Live Oak,20,35,Fair,ROW,,3115456.047,10074709.87
-97.73890772,30.27892896,1700 CONGRESS AVE,Quercus virginiana,Southern Live Oak,20,35,Fair,ROW,,3115449.847,10074731.51
-97.73891604,30.27896706,1700 CONGRESS AVE,Platanus occidentalis,American Sycamore,21,35,Fair,ROW,,3115446.899,10074745.3
-97.73890598,30.27899377,1700 CONGRESS AVE,Carya illinoinensis,Pecan,21,35,Poor,ROW,,3115449.846,10074755.09
-97.73889189,30.27903462,1700 CONGRESS AVE,Carya illinoinensis,Pecan,22,38,Good,ROW,,3115453.948,10074770.04
-97.73883426,30.2791162,1700 CONGRESS AVE,Lagerstroemia indica and hybrids,Crape Myrtle including hybrids,5,7,Good,ROW,,3115471.441,10074800.13
-97.73877942,30.27925942,1700 CONGRESS AVE,Lagerstroemia indica and hybrids,Crape Myrtle including hybrids,6,7,Good,ROW,,3115487.534,10074852.61
-97.73876817,30.27934771,1700 CONGRESS AVE,Prunus caroliniana,Carolina Laurel Cherry,9,5,Fair,ROW,,3115490.332,10074884.79
-97.73874596,30.27934919,1700 CONGRESS AVE,Prunus caroliniana,Carolina Laurel Cherry,9,5,Fair,ROW,,3115497.329,10074885.49
-97.73875168,30.27938394,1700 CONGRESS AVE,Prunus caroliniana,Carolina Laurel Cherry,5,35,Fair,ROW,,3115495.23,10074898.09
-97.73872947,30.27938542,1700 CONGRESS AVE,Prunus caroliniana,Carolina Laurel Cherry,5,28,Fair,ROW,,3115502.227,10074898.79
-97.73873977,30.27941449,1700 CONGRESS AVE,Prunus caroliniana,Carolina Laurel Cherry,7,35,Fair,ROW,,3115498.729,10074909.28
-97.73871091,30.27941583,1700 CONGRESS AVE,Quercus shumardii,Shumard Oak,9,35,Fair,ROW,,3115507.825,10074909.98
-97.7387189,30.27944871,1700 CONGRESS AVE,Quercus shumardii,Shumard Oak,9,35,Fair,ROW,,3115505.026,10074921.88
-97.73869349,30.27948668,1700 CONGRESS AVE,Quercus virginiana,Southern Live Oak,18,28,Fair,ROW,,3115512.723,10074935.87
-97.73867493,30.2795171,1700 CONGRESS AVE,Quercus virginiana,Southern Live Oak,12,28,Fair,ROW,,3115518.321,10074947.07
-97.73866524,30.27954769,1700 CONGRESS AVE,Quercus virginiana,Southern Live Oak,11,28,Fair,ROW,,3115521.119,10074958.26
-97.7392596,30.27706761,1500 CONGRESS AVE,Ulmus crassifolia,Cedar Elm,11,18,Fair,ROW,,3115354.591,10074052.15
-97.73923579,30.27712871,1500 CONGRESS AVE,Ulmus crassifolia,Cedar Elm,9,18,Fair,ROW,,3115361.588,10074074.54
-97.73921176,30.2771975,1500 CONGRESS AVE,Ulmus crassifolia,Cedar Elm,10,18,Fair,ROW,,3115368.585,10074099.73
-97.73915707,30.27733495,1500 CONGRESS AVE,Ulmus crassifolia,Cedar Elm,8,18,Fair,ROW,,3115384.678,10074150.11
-97.73913079,30.27740562,1500 CONGRESS AVE,Ulmus crassifolia,Cedar Elm,6,18,Fair,ROW,,3115392.375,10074176
-97.73911135,30.27746873,1500 CONGRESS AVE,Ulmus crassifolia,Cedar Elm,8,18,Fair,ROW,,3115397.972,10074199.09
-97.73908939,30.27754334,1500 CONGRESS AVE,Ulmus crassifolia,Cedar Elm,6,18,Fair,ROW,,3115404.269,10074226.38
-97.73906784,30.27760256,1500 CONGRESS AVE,Ulmus crassifolia,Cedar Elm,6,18,Fair,ROW,,3115410.567,10074248.07
-97.73903759,30.27765583,100 E 16TH ST,Ulmus crassifolia,Cedar Elm,6,18,Fair,ROW,,3115419.663,10074267.66
-97.73902068,30.27770745,100 E 16TH ST,Ulmus crassifolia,Cedar Elm,6,18,Fair,ROW,,3115424.561,10074286.55
-97.73910917,30.27763227,1500 CONGRESS AVE,Ulmus crassifolia,Cedar Elm,11,27,Fair,ROW,,3115397.273,10074258.56
-97.73909005,30.27768384,1500 CONGRESS AVE,Ulmus crassifolia,Cedar Elm,15,27,Fair,ROW,,3115402.87,10074277.46
-97.73900443,30.27789956,100 E 16TH ST,Vacant Planting Site - Large,Vacant Planting Site - Large,0,0,NA,ROW,,3115428.059,10074356.52
-97.73896608,30.27800655,1600 CONGRESS AVE,Vacant Planting Site - Large,Vacant Planting Site - Large,0,0,NA,ROW,,3115439.254,10074395.7
-97.73892325,30.27811538,1600 CONGRESS AVE,Vacant Planting Site - Large,Vacant Planting Site - Large,0,0,NA,ROW,,3115451.849,10074435.59
